"Sample"," 4"," 5"," 6"," 7"," 8"," 9","10","11","12","13","14","15","16","17","18","19","20","21","22","23","24","25","26","27","28","29","30","31","32","33","34","35","36","37"
"Class","Blank","QC","QC","QC","Class 3","Class 1","Class 2","Class 1","Class 3","Class 3","QC","Class 4","Class 2","Class 4","Class 3","Class 4","Class 4","QC","Class 1","Class 1","Class 1","Class 1","Class 2","Class 2","QC","Class 3","Class 3","Class 4","Class 4","Class 2","Class 2","QC","QC","Blank"
"100","NaN","16921628","16159318","15865664","16480899","15547734","15444871","15875399","17108141","18245730","16189736","18947297","14035382","13351557","16749743","12713682","14405435","16432746","10335615","19362026","16121819","19897267","NaN","19009203","16568006","14334007","12122384","14721776","12024557","21442424","16291242","16415465","17321808","NaN"
"101","NaN","5352904","4834818","4917273","5800403","9759090","6774742","4599275","8583981","6815280","6562945","7829833","6301754","6237419","NaN","NaN","8654713","5665998","6719172","7467933","5254078","6677376","9405118","10582737","6332929","6809282","10441346","8697173","6843104","8394151","7568389","6459732","5930039","NaN"
"102","NaN","8119778","7912810","8174593","10811950","5274742","7306037","2640441","NaN","4903083","7484714","5080211","7850744","6678242","8067608","4069843","8047544","8297718","6212941","NaN","8942270","4541466","8986249","NaN","7932872","1828341","NaN","8856147","6810991","7635152","5786033","8454351","8042311","NaN"
"106","NaN","2213930","1809153","2075321","2254109","2016617","1706577","1072177","3520049","1812549","2241858","1837448","1045463","2543706","NaN","1212412","3601836","1937239","2784896","NaN","1512008","2766004","2827543","4305750","2631667","2416929","3443891","2732781","2619464","1700114","2112407","2268178","1949845","NaN"
"107","   3400676"," 525007077"," 512085453"," 541856667"," 582126301"," 454685355"," 493089053"," 648912939"," 699867305"," 436739285"," 509826339"," 454105924"," 432214160"," 516806216"," 401808187"," 454571432"," 622041792"," 587533277"," 513169947"," 850372382"," 426758194"," 716724348"," 701635595","1105084853"," 543763397"," 806226312"," 948735876"," 681260850"," 583640541"," 431145006"," 708843388"," 648710019"," 539254190","   2236348"
"108","NaN","51960897","48534973","48135372","70785468","31708542","50919754","35438655","36240108","47334488","51997779","45703940","41102800","62363370","44340153","38378471","60085792","48047703","48680752","37265626","42377507","53087336","65661512","54554599","44531090","46556333","51024730","53868847","46367459","28026276","41083336","48741001","45927189","NaN"
"111","NaN","8201477","7129924","6602591","7987104","10773372","8081814","11365751","6699412","8610160","6811237","7441563","8181017","4939665","5863928","5368722","6756172","5283011","5539660","7901651","6372220","5854331","4122409","7197769","5044183","6304465","7518675","5632757","5755395","7330890","9654492","5631748","6493582","NaN"
"113","NaN","45728113","44520185","46061329","49282603","38958560","42274436","56015042","59971556","37502885","44344290","39223056","36990677","44990316","34809968","38699494","53893384","50867214","44815437","73258702","37026669","61856312","60943715","93390200","46921595","68086320","81199987","59295390","50361736","36849947","60337559","54910889","46220752","551692"
"115","NaN","62691910","58733142","62422854","63980511","60674430","51552016","85718497","68421861","43994392","58818119","50569474","53869020","50685525","46647509","62260400","71404742","60928480","57959601","67467783","59175764","76273669","70349862","75220764","58946372","76866533","75243905","63390801","47698169","54188864","77138010","65754225","60986011","NaN"
"117","   394830","198081450","193316941","195501182","207720661","183471147","173858598","267960506","242194848","166524235","186880595","172334983","170151697","201241533","158074044","173408806","231345339","194006866","185984796","211657841","161994376","219894036","204240470","269149611","190050535","256974428","260788091","204341839","187524565","165934370","239563208","190466421","189907574","   391784"
"119","NaN","475004443","462170453","470688335","NaN","435022594","405957332","785175732","604681080","400400225","471621997","390089294","447709854","458158745","469629122","531274998","638015186","504378747","497826108","688967929","461705250","544079378","543365646","NaN","498853936","656406611","621615646","543600638","408224813","452300124","558364772","508482992","480477368","NaN"
"120","NaN","5641854880","5603803378","5996309168","8212013788","5386807637","5046830621","5826226437","8816576380","5326048438","5572828163","4772615616","3508786181","7882171421","3497722918","3295261945","6301703971","5786759224","4389739193","5679067315","3337627869","7854611098","5821485734","12485299904","5505677272","8679585488","10000541419","5643163699","7470184249","4650828423","7100042805","6208302680","5608953467","NaN"
"124","NaN","1624817","1661509","1274301","2144676","1470317","1343704","1838375","1630651","1405602","1524684","1451268","NaN","2088696","1684023","1328756","2198388","1814626","1395715","1655317","1393438","1608389","1910645","1673043","1793811","2227184","1897722","1676156","1601490","1560657","2007425","1992136","1766086","NaN"
"126","NaN","30794960","30617970","30633369","30837410","29931295","31798135","40266471","38570861","20131048","35041551","23457431","27738597","28686782","29493557","25347804","32830050","33708709","26643031","36719950","27159729","37113775","36592744","43034560","34638615","43544902","40134203","31030131","30332641","34948438","38147398","34584535","32226730","NaN"
"127","NaN","376620742","379447226","396860601","551466367","358938091","332802329","383907156","579421248","359464986","369847237","324218015","230958754","521017819","232424921","218917351","417728126","381381894","289972406","375407657","232571725","517471641","384699034","828014603","369798090","578434228","651181438","377544703","499716836","309163849","473573353","414216670","371823854","NaN"
"131","NaN","30493989","30252421","30661280","32655721","28835384","27595069","42212329","37697948","25242478","29659198","27564853","26361508","31717628","25039847","26696172","35834012","30114594","29852597","33315213","25586850","33239929","32724791","41594459","29773533","39784952","39791105","31217480","29424784","26520658","37370510","29338176","29401107","NaN"
"132","NaN","29719420","29611447","30032381","37162358","26292029","27579717","39279529","37990691","30973564","29965223","31072604","20641079","32296836","16301569","31742313","30022196","29522497","29048834","45958962","28086986","33867547","26022405","61280261","30057502","44333373","39265834","28385512","30656932","32329719","33072039","33035533","30589182","NaN"
"134","NaN","33442181","32985926","33132989","32922234","38429788","37261668","46005293","30347446","33165469","32537005","38685995","30297667","27578076","30071736","30527849","33696544","35163803","29287550","41991240","38123123","31324140","32974152","43930169","32350087","35909924","39659482","30779405","28652085","39737804","46082577","33838107","33726800","NaN"
"140","   11248100","11119299080","10462869732","11064935521","10541703813","10411640547"," 9324496431","10795556273"," 3619483837"," 8707257793","10064597350"," 8790962106"," 8921478632"," 9813176922"," 8731824008"," 9834342988","11049950569","11603234289"," 9938664465"," 9369355219"," 9682932758","11437787917","10386471418"," 5127587383","10462471628","15823628992","11265176427","10266672006"," 9530033055","10749786397"," 4936374998","12673897240","10496703437","   16783906"
"143","NaN","46274919","44576414","44781358","49092602","58746820","49438892","46177270","46909098","75976175","42970093","38446741","28615450","48273770","30744885","27129882","45683362","50498470","42939411","68456302","50916857","48585397","40484396","104995224","45146577","46097943","63413463","38630840","53413619","38415169","63764701","56030590","43715199","NaN"
"144","NaN","303810325","302342519","298095756","290488935","345950826","347218688","425566604","280628400","307640146","296947871","346724749","297598203","238679658","256528314","287407473","274582109","313785241","254650566","391269748","353666592","280204946","269433656","376334827","295314477","326102592","345658457","258701462","242717007","354870482","419144037","309006230","293329125","NaN"
"147","NaN","237742065","222139050","234638941","225917650","221873276","196063689","228769825","170471228","183245338","214522862","188502581","191604642","209121654","186522661","209369546","236047258","248546408","209825610","201704548","206411504","243992508","223079122","110062595","225040974","342787006","240614875","220280482","202087839","228954975","265577557","271136875","225001147","296516"
"148","NaN","12527997","11648562","11988479","13159334","9981612","11240333","20048687","16706975","7866485","13173120","7695388","13888819","14970860","11483283","15519275","13927807","12339428","11041349","11182815","9311218","16034724","15106963","10848459","11265591","16345692","12116973","11389209","7123666","8728697","13324792","11510504","11106816","NaN"
"149","NaN","64920679","65278802","65775666","89759619","19169076","35976964","67570916","229091910","18566416","62494266","10718861","46660127","131818208","314671382","99314616","67039646","66123938","38183313","35870679","26988991","144315844","50256483","87803248","66929639","50878140","42564836","37278971","43109674","31403161","23208955","69455940","65005011","NaN"
"151","NaN","13286414","13004406","12634743","16487894","9315802","12473399","23527563","26952133","12092888","13097001","11683121","12636760","12664335","9859617","15684019","17272441","13942673","12137872","17514121","10267980","21519340","13322468","16166083","12722389","16172088","14975195","14694137","13832904","11518505","17933721","13123560","11895299","NaN"
"152","NaN","21384199","21214725","20915159","33809854","15305297","13430008","NaN","17122945","10216393","21201472","9123510","7568033","41857911","3704340","4691955","33526332","22128667","39535822","NaN","4743191","31073735","25439794","48900355","21122658","20987019","76254617","25624870","35640111","5708025","23665079","21669650","21601919","NaN"
"157","NaN","522398687","498901940","523688208","503187582","495607954","439716980","509422300","167423729","412162540","477084963","411828132","423938704","465126520","415183210","462516140","524982876","551526624","470968099","439236421","458177418","540538656","490148934","237955996","492287924","745756776","529766917","491384972","453179736","507939520","233175545","606136468","498795459","762016"
"162","NaN","2353765","2137757","2602856","4940425","2173156","2063183","1761595","3437538","1024874","2272611","NaN","NaN","4876643","NaN","NaN","2618557","2528769","3367059","825840","744847","8058234","3874299","9313971","2284912","6650751","6076790","3382338","4774880","1008259","2957843","2952240","2621606","NaN"
"163","NaN","11259018","10098018","11399226","10542803","10396961","9047332","9544368","2768079","8772196","10089260","8976821","8731001","9681009","9062893","10024206","10091778","10668135","9577588","2759139","9764358","11267085","10052248","4123707","10146947","11119565","3791697","9836832","9440319","10748232","4169692","11134966","10159559","NaN"
"165","NaN","179423306","176256802","179833077","189050073","157696065","146899743","239674678","172339539","177278943","175840312","194652693","231547836","147286786","158808725","305953131","204102074","185726299","170723729","144984515","161277377","171991813","178387235","116988047","188911554","173623515","150634179","168383173","148299933","128526985","147743098","190464076","199388491","NaN"
"169","NaN","2750022645","2597209828","2728152986","3439678283","1899916973","2131170888","4229668214","3849859587","2001039209","2584445141","2468603309","2397049462","2747432390","2548101252","2481421456","3646955473","2837192431","2598991982","4442340725","2530032051","3455656949","3336865837","4587058322","2787323821","4187450473","4113482375","3111015925","2194744679","2439794483","2963670459","3049638638","2755259290","NaN"
"170","NaN","82764564","78644745","81315513","99030412","76299750","73752046","91774356","96485143","85881022","77722908","80282156","59241023","91512283","58140377","74136098","84373763","84011891","94056293","80882455","72478325","105355475","102273901","96937127","79658702","104217552","86021124","69623238","85839336","42122980","100955584","84211778","76946033","NaN"
"171","NaN","689643546","680437418","709089092","1438922266","324115489","765131549","388884611","502806362","562010052","695839030","446974285","323167874","1370462899","184833069","266605014","1058367670","723105154","961241318","547043876","581035871","522927137","1419326306","1418135293","725963422","1343205412","797175863","964906736","1256546127","368156795","514590630","796272161","767932911","NaN"
"174","NaN","1418760","1639755","1694853","3348461","1512868","1419747","929922","2298996","673309","1475860","599745","NaN","3474991","NaN","NaN","2045330","1921580","2248353","423961","485120","6566266","3066126","7125137","1730230","4942752","4443197","2491810","3799904","737748","2311750","2013750","1778852","NaN"
"175","NaN","155712659","145814053","154919278","195650981","105546280","120110337","236660559","215254770","113135607","143764895","139334946","131978271","152139927","144829513","137838810","203450474","160103936","146979533","249525128","141814263","196519564","188098049","256312926","155506188","236887905","231423192","176140489","123769486","137018894","166623924","169976837","152684304","NaN"
"177","NaN","45184112","44138221","47057299","93907778","19996944","50061502","23355990","31063561","36251405","44735908","28361626","20821978","88695134","10488610","15561241","69832339","49162734","64845683","35660344","36230482","34922984","90721529","95571412","47834329","89422156","52054455","63872350","82189621","22379639","31233756","52046708","50480976","NaN"
"180","NaN","7104249","7346621","7378312","14129196","3107272","3281565","5545996","4632236","2429772","6956820","NaN","2762748","11321593","2659495","4080061","14546117","7546752","14083415","NaN","5457516","11952323","18963374","8353627","6874207","8855027","7841554","9012987","7147577","3904590","6330054","7354327","6704162","NaN"
"182","  265469629","34857403462","33596229265","34775341823","34964954930","32729154649","32301837212","55800217968","55571602649","31120016812","33181470180","30628178284","30031972537","33208624326","28110196477","30975481957","35604974106","35111986162","32516844871","53993652471","31391426099","39420270795","36411348351","61184719129","33558928360","47243823469","54325899970","33882696648","33094053773","31943011694","50196536558","38436155572","34340963427","  334039566"
"183","31223442","1001564317","1039999542","1035915164","1463575783","839019086","837059229","1147778676","1017162514","780279432","1016429197","1085583868","645777880","1170392461","659759642","803866672","1366653327","1028541294","1309708403","1244532421","933102021","1099573942","1797594149","1323797046","990962743","1470351433","1369949519","1250781876","1031976482","693507252","1413861369","1009109221","950711631","NaN"
"184","NaN","61598822","56010054","66216780","120063930","NaN","48106170","56138215","27012726","28686539","57255991","NaN","27266925","77656417","30482370","52970803","85036114","61664884","102867532","NaN","59797015","79759947","141918201","66170814","60166621","NaN","51406507","76310439","60354602","42671918","72182583","60696983","64796469","NaN"
"185","NaN","4427936","4832197","4471159","5244079","7021913","5483029","3687551","3717469","5026451","4774457","9421067","4014051","5599685","4199853","5069968","4777131","4726611","5677971","4724134","4990913","4646935","5594090","3769044","5121004","3073328","4060951","4502860","5699915","2709880","4344404","4397186","5277128","NaN"
"187","NaN","72070078","72210588","78726806","90805154","67332717","61902494","48027151","41657713","59728362","79102479","NaN","69058665","95522108","80022149","60429696","95654012","77674958","82281472","50544077","73098923","90461544","127299517","73169682","88869650","96775534","82887273","109007332","96140422","62829964","65441964","72677159","92990581","NaN"
"188","  11388811","1554042986","1489222915","1544642640","1556669815","1448370450","1438098771","2479210620","2470883007","1380030788","1470573400","1353086434","1339014386","1489070468","1265636003","1386861948","1585848155","1559784901","1439107753","2390360492","1404280162","1761084618","1635366886","2714759329","1508036391","2090273879","2413468561","1509923433","1471362550","1418463217","2229713266","1707883846","1537864315","  14565099"
"189","1325730","66459303","69638429","69195718","98203797","55468249","55867236","78280229","68363626","51397668","67970952","72481425","42689705","78754464","44128257","54661680","90645597","68407092","86518864","83011787","62053838","74242187","121353076","88853616","66653441","102017450","92855330","83659319","68511410","46302239","95544693","68323462","64276771","NaN"
